Review Text,Actual Sentiment,Predicted Sentiment,Original Rating
mobile jkn ko gin gabisa masuk udh bener banget,neutral,neutral,3
bayar terakumulasiharusnya bayar angsur klau tertunggakklau akumulasi ya tekorrrr,neutral,neutral,1
jelek banget aplikasi lupa password aja nunggu verifikasi sms,negative,negative,5
mohon baik aplikasi baharu musti login ulang kerap bikin capek lupa password contoh aplikasi mobile banking update gak login kecuali pindah device aman ketimbang apps bpjs hadeh kasi yg gaptek,positive,positive,1
log out sendirimau ubah no email via cs call center wa susah gada respon,negative,negative,2
alhamdulillah proses lancar,neutral,neutral,5
hp pulsa tp gabisa karna nomor udah pake nomor gabisa kalo daftarin ortu yg gaada hp gmn minimal kasih opsi kirim kode whatsapp sms,neutral,neutral,1
aflikasi menyebalkaaaaannpercuma daftar online,neutral,neutral,1
nyaman cepat,positive,positive,1
bagus,positive,positive,5
very goof,neutral,neutral,3
aplikasi yg buruk danter minggu dak gimana si,negative,negative,5
alkhamdulillah terima kasih,neutral,neutral,1
terimakasih bpjs sehat indonesia maju jaya,neutral,neutral,5
bpjs obat hambat karna batas biaya bpjs bantu dpt mudah akses mobile jkn daftar dn riwayat penyakitpengobatan yg laku,positive,positive,5
aplikasi update kali selesai update nik ribet ya bolak isi nik,neutral,neutral,4
bantu kalk,neutral,neutral,5
masalah logout kadang koneksi masalah update ga ubah,negative,negative,5
aplikasi gk,neutral,neutral,4
tunggu kode otp aja jam,neutral,neutral,1
cepat mantap terimakasih,positive,positive,3
sulit verifikasi nomor hp tahap eror pilih metode verifikasi masuk nomor hp muncul opsi aplikasi harus verifikasi nomor solusi,neutral,neutral,5
aplikasi gak jelassusah banget login,neutral,neutral,1
ramah dokter awat,neutral,neutral,5
ya mantap,positive,positive,3
tdk opsi tdk,neutral,neutral,5
aplikasisangat bantu mudah dlm layan kesehatanbagi serta,positive,positive,4
coba karna login akun trus blokir kendala login akun masuk akal mudah sulit aplikasi tolong bikin sulit,negative,negative,5
bantu mudah informasi faskes lengkap,positive,positive,1
eror bikin pusing,neutral,neutral,5
aplikasi kocakudh x kirim ulang otp kaga masuk masuk asa ngejual data kalo kaya ginimah,neutral,neutral,5
bermamfaat banget,neutral,neutral,5
obat aja susah,negative,negative,5
daftar mesti online kalo aplikasi eror gimana obat yg sakit nunggu parah pasien nya,negative,negative,1
kalo lupa sandi verifikasi nomer telpon nya,neutral,neutral,5
mantap bpjs sehat,positive,positive,5
aplikasi nya eror mw daftar eror pulsa potong gak,neutral,neutral,5
bagus,positive,positive,5
log in updat log in gagal nkin pusing gimna klw dalurat yg d salah kn aplikasi kyak gin bkin nyusahin nambah pasen hrus ngisi sakit berat badan emng orang timbang badan emng pnya meter ukur badan ribet cek aya yg langsuk d sakit keluh nya docternya langsung inimah klw ambil no antri mending klw yg pegang aplikasi hp nya rumah gimna klw,negative,negative,5
bagus bantu masyarakat,positive,positive,1
pake nikpake pin capta susah banget masuk akun nya sendirikebanyakan maaf si mobile jknaplikasi jelek banget gin sih,negative,negative,1
apk udah bagus mudah tenaga faskes tingkat pertama yg sulit rujuk tingkat sesuai prosedur,positive,positive,1
aplikasi susah,negative,negative,1
terimakasih mudah sehat,positive,positive,5
memvantu sekli dlm proses obat,neutral,neutral,5
bantu obat,neutral,neutral,5
layan nya,neutral,neutral,5
aplikasi gak guna susah rakyat indonesiasudah daptarnya susah log out sendirimau masuk susah ampun berhariharigak keburu pasiengak tolong paku aplikasi gak guna bantu aplikasi mempersulitdirumah sakit aktif mobile jkn gilir daptarnya sulit negarakonoha,negative,negative,2
sumpah aplikasi sampah ga rela kalo uang iur pakai aplikasi kyk gin daftar aja ga bisa pas foto selfie muka sdh pas kotak,negative,negative,5
masuk daftar susah pdhal sinyak kouta banyakdan masuk hasil daftar d klinik qt buka aplikasi nya d buka tetep sulit masuk tolong d perbaikiterimakasih,negative,negative,1
daftar aplikasi suka eror kuota tulis nomer antri ambil mohon nomer wa hubung pake otomatis sistem,positive,positive,1
abis update ndak masuk,neutral,neutral,5
puas layan,positive,positive,5
aplikasi log out,neutral,neutral,3
bantu utk proses jamin jkn,neutral,neutral,5
faskes puskesmas daftar antri online nyoba daftar gabisa antri offline puskesmas,neutral,neutral,5
aplikasi nya oke bagus slama pemakayan kendala apa,positive,positive,1
baja akun akun hilang kacau,neutral,neutral,5
jkn bantu antri online,neutral,neutral,1
apk nya log out semdirimau daftar ulang susah,negative,negative,4
layan bantu terimakasih program,neutral,neutral,5
moga,neutral,neutral,5
daftar aja kode otp gak masuk udh puluh kali coba otp ttp gak bngt detik nya,neutral,neutral,5
knp gabisa masuk sih semalem lo,neutral,neutral,5
alhamdulillah sangar bantu semenjak aplikasi,neutral,neutral,5
terima kasih jkn aplikasi jkn mudah atas,positive,positive,3
bikin aplikasi tuh mikir gak orang sakit screning wajah option kamera gak orang stoke suruh senyum emang baik pikirin orang sakit keluarga scene wajah susah,neutral,neutral,1
susah gk nerimah kode otp,negative,negative,5
,neutral,neutral,1
moga ga sakit aja meninggoi,neutral,neutral,5
kode otp nya gk kekirimgak jelasnomor benardan udh coba kirim ulang otptpi gk ad yg masuk,neutral,neutral,4
aplikasi mobile jkn yg mudah cepat,positive,positive,5
daftar kode booking no antri muncul coba daftar terang kali tanggal,neutral,neutral,5
aplikasi mudah tp log out akun lupa sandi lupa sandi kode otp nya ngga kirim nomor aktif jaring lancar pulsa tp ttp aja ngga kirim kode otp nya gmna solusi apk uninstall trus download hasil nya,positive,positive,1
manfaat,neutral,neutral,2
udah brp kali login susah bener krna lupa pasword udah masuk email udah bener tp daftar kaya sengaja sulit biar bpjsnya ga bs kepake ribet bener,negative,negative,5
login kali ttp g bs masuk,neutral,neutral,5
sangt sulit fripikasi wajah,negative,negative,1
aplikasi update data anak lahir nama nik kendala nomor wa pandawa yg instagram bpjs keseharan ri,neutral,neutral,5
sumpah ni aplikasi dibenerin deh masuk sandi salah mulu udh bner pas klik lupa sandi dsn kirim otp sms gak muncul kode pake paket data wifi ttp aja gimana sih,neutral,neutral,1
gimana sih aplikasi nya pas buka layar hitam gerak tdi obat nya udah registrasi apk pas buka ngebug layar hitam gerak tolong baik apk nya,positive,positive,5
suruh scrining sehat servernya eror mulu pdhal jringannya bagus lot jg,positive,positive,5
apk aneh ngebug nya,negative,negative,5
kdang aku kunci dadi login lgi knpa gk pas buka apliksi jkn mudah gk login lgi kn derdaftar knpa hrus login lgi,positive,neutral,1
tai banget ni apk,neutral,neutral,5
otp nya gak muncul ngabisin pulsa doang,neutral,neutral,1
mantab langsung update mudah aplikasi,positive,positive,5
buka captcha nya tdk muncul muter muter,neutral,neutral,5
verifikasi susah nomor telepon yg daftar beda aplikasi langsung ganti aplikasi wa call,negative,negative,3
nyoba masuk aplikasi susah banget salah no induk duduk pdhal udh bner error pasword jg g bs simpan otomatis ribet bet,negative,negative,5
aplikasi error keluar masuk ulang teruss,negative,negative,1
ko gagal ya veripikasi wajah nya,negative,negative,5
terima kasih aplikasi iniberobat keluarga mudah tangan,positive,positive,5
mudah tuk layan sehat,positive,positive,1
cepat t n gap sigap,positive,positive,5
sinyal bagus ambil antri an tulis nya offline udah reset internet aja samadibuka besok logout login pdhal internet youtube lancar wa lancar,positive,positive,1
oke mantap bantu,positive,positive,5
sangatmmbantu,neutral,neutral,5
mudah harap mudah kode otp isi ulang pulsa minimal rupiah kode otp langsung masuk terimakasih apk jkn,positive,positive,5
bantu layan obat,neutral,neutral,5
mudah praktis,positive,positive,5
ya kek gin kualitas aplikasi perintah parah uang pajak habis,negative,negative,5
log out tolong baik lg sistem ribet min daftar,positive,positive,1
moga manfaat,neutral,neutral,5
trimakasih bpjs,neutral,neutral,5
alamat rubah kartu update,neutral,neutral,1
,neutral,neutral,5
tingkat,neutral,neutral,5
aplikasi jkn mantan bantu,neutral,neutral,1
tampil aplikasi mode landscape ubah data mohon developer baik nya aplikasi komersial,positive,positive,4
apk nya suruh konfirmasi karna no rm nya blm faskes suruh pilih ya pilih batal tuju gilir pencet tuju halaman gitu gitu belibet bgt ujung nya gajadi daftar karna stuck situ,neutral,neutral,5
mudah aplikasi aman moga depan,positive,positive,5
moga layan bpjs tingkat,neutral,neutral,5
oke mudah ubah faskes anak,positive,positive,5
aplikasi error ga login pas udah login rujuk faskes a ga jangka,negative,negative,5
mobile jkn susah masyarakat registrasi instan ribet verifikasi otp bener verifikasi foto susah mohon koperatif layan aplikasi karna taruh nya nyawa orang,negative,negative,5
mudah,positive,positive,2
mantap jknmaju,positive,positive,2
sih knp g scannnnnnnnn muka kesel banget emngnya muka ksl smpe pusing kamera miring nga jls,neutral,neutral,4
input nomor aja ribet banget foto ktp masukin nomor kk kandung lamaaaaaa banget baik sistem input data aman data bpjs udah bocor gamampu bikin aman data pribadi yg ketat ga data detail urgensi,positive,neutral,5
layan aplikasi muas,neutral,neutral,2
aplikasi ga gunaaaa daftar gagal mulu gilir udah daftar tempat puskesmas buka aplikasi verifikasi long out aqun masuk gagal mulu daftar gagal muluuu suruh soba coba gagal,negative,negative,1
ruwet daftar vazal repot pas scan foto x,negative,negative,5
dah udah bener suruh verifikasi ulangitu kali kali daftar please dah capek mandang muka lu,neutral,neutral,5
daftar online muncul jadwal dokter sedia isi tanggal keluh dll,neutral,neutral,1
kiro nek mung tok sing ngalamibak no akeh tunggal e apl bobrok wesan,neutral,neutral,1
aplikasi buruk login nunggu captcha nya ngak keluar loading sinyal bagus kenceng,neutral,neutral,1
tidur rawat inap update yg bulan tdk diupdate rumah sakit efek kamar penuh,neutral,neutral,2
terima layan,neutral,neutral,4
ampun tolong kode otd y masyallah benerrrr jkn help,neutral,neutral,2
ngk login captcha nya muter ngk login susah,negative,negative,5
aplikasih susah,negative,negative,5
mudah pas obat,positive,positive,5
ok aja,neutral,neutral,1
kau kalo bikin kelola aplikasi gak bikin aplikasi susah masyarakat gue udah daftar login nomer nik salah eh lu nyuruh gua isi nik nik gue salah maksud lu daftar ribet verivikasi mana kode beda beda plus chapca ya ampun liat aplikasi boomers gak milenial norak,negative,negative,5
nyusahin orang aja udh daftar ofline kouta sinyal kenceng apknya goblookk,neutral,neutral,5
aplikasi saham yg jual pulsa aplikasi kelur sendir login lupa paswor kode otp lwat sms arus pulsa desak pie lur,neutral,neutral,1
barusan tdk buka aplikasi,neutral,neutral,3
ko ratingnya apk bobrok gin ga daftar langsung h emang kalo sakit rencana h,neutral,neutral,1
mudah banget daftar online faskes ga bisasayang banget baik mudah serta jkn obat,positive,positive,5
aplikasi fungsi,neutral,neutral,3
cepat tanggap bpjs klo kendala,positive,positive,5
gak yaa normaltp pas buka layar hitam gak sentuhpas sentuh jg gak bisamasih aplikasi tp hitam total,neutral,neutral,5
harap apk perintah verifikasi susah gilir jarang buka log out pas login susah efisien aja verifikasi wajah aja tolak gimana daftar faskes verifikasi wajah aja susah apk broken,negative,negative,5
bikin ribet,neutral,neutral,5
akun nya log in terang gagal x x tolong baik sistem nya sulit,negative,negative,5
aplikasi bantu makasih yah,neutral,neutral,5
configurasi f ni aplikasi baru,neutral,neutral,1
udah aplikasi mobile jkn klik muncul layar hitam error hapus aplikasi download ulang konsultasi tugas bpjs rumah sakit jawab kali adu solusi mohon bantu bpjs team,neutral,neutral,5
update ga offline haaadeuuhmau daftar kontrol rs,neutral,neutral,5
daftar akun susah bgt modal pulsa ganti wa aja sih dah ga jaman sms,negative,negative,1
bantu guna,neutral,neutral,2
gud aplikasen,neutral,neutral,5
teimakasihaplikasi inih bantu sukses,neutral,neutral,5
kasih bintang karna aplikasi nya terima pesan jdi susah selesai bayar autodebit,negative,negative,1
login susah banget dah ribu kali tulis nya yg muncul kode chavca bener muncul tulis nik paswoord yg salah ktk nik yg bener muncul tulis chavca yg salah hrs gmn lg nya nyeraaaah,negative,negative,1
bpjs pakai mjkn kasihan pasien sakit yg udah sepuh ga hp ga yg nganter hambat layan,neutral,neutral,5
apasihbaru jga dftar capta nya gk muncul jringan bagus,positive,positive,3
top banget,neutral,neutral,5
harap baru aplikasi mobile jkn atur aplikasi tolong serta atur mode gelap mata nyaman aplikasi mode gelap mata lihat pasien low vision nyaman,positive,positive,5
dah ribet daftar verifikasi gk gagal,negative,negative,5
aplikasi eror aplikasi perintah isi orang expert bidang masak kalah youtube kids yg gak eror dana awat makan gulai kepala ikan gimana,neutral,neutral,5
aplikasi gak update masuk data gak,neutral,neutral,3
log in mobile jkn bisabisa kode otp nya kirim pulsa ngirim terima sms gak nomor blokir sinyal lancarlancar aja solusi,positive,positive,5
login trus terus ribet mending langsung masuk blm eror nunggu login ngebantu mudah ribet tolong d baik sistem nya ya perintah,positive,positive,1
ambil antre faskes error cs hubung bilang coba berkalabisa ambil scr offline faskes arah ambil antri web ngapain aplikasi ujung web,negative,negative,1
bantu mudah akses,positive,positive,5
oke koplitable,positive,positive,1
akun suka logout jdi masukin ulang nik dll susah guna mohon baik,positive,positive,1
layan,neutral,neutral,5
ga daftar antri online udah mnggukenapa,neutral,neutral,1
aplikasi yg bantu,neutral,neutral,5
bener mngerti masuk no tlpon lagipas d masukin no tlpon muncul vertikasi nyah tolong mudah layan masyarakat skrang sgala obat daftar online pake jkn,positive,positive,1
ok mantap bantu,positive,positive,5
lemott aplikasi kaga jelaaaasss,neutral,neutral,5
jkn keren moga lancar jaya n berkah,neutral,neutral,5
aplikasi tolong orang moga aplikasi jaya,neutral,neutral,5
aplikasi lola otp gk kirim,neutral,neutral,5
pindah faskes cpat smg pelayananx aplikasi sll cpat,neutral,neutral,5
aplikasi yg mudah,positive,positive,5
good aplication,neutral,neutral,5
oke mantap,positive,positive,5
aplikasi error mulu kayak gk ikhlas bikin aplikasi,negative,negative,5
ga screenshot ya aplikasi nya udah gitu ganggu ribet kalo daftar online tuh,neutral,neutral,1
puas pakai jkn gak ribet,positive,positive,5
verifikasi tolong ubah sidik jari kaka butuh khusus senyum kedip,neutral,neutral,4
puas aplikasi respon cepat trimkasih admin,positive,positive,5
daftar aja susah mulu heran,negative,negative,5
aplikasi mudah daftar faskes,positive,positive,2
aplikasi perintah eror kode otp gak kirim kirim,neutral,neutral,5
membantusangat cepat,positive,positive,1
kode otp masuk sdh coba kali nomor aktif jaring bagus storage pesan sistemaplikasi jelek,neutral,neutral,1
pakai log out masuk susah,negative,negative,5
puas jkn mobile,positive,positive,5
bagusjadi cepat ngk antri lamalama kalo obat,positive,positive,1
ngak daftar debit,neutral,neutral,1
daftar bentar bentar capek masuk nya tolong baik,positive,positive,5
aplikasi sampah tolol sma buat staf daftar verifikasi wajah aja gagal cahaya sempurna udah ikut tunjuk aja gagal,negative,negative,5
bagus mudah urus penting online tempat langsung,positive,positive,5
mudah berobatlebih bantu pakai aplikasi jkn mobile,positive,positive,1
aplikasi susah oranggua obat anak gua ambil antre logout sendiripas masuk ga obat ajah ko sulit bgt kalo orang yg sekarat ga tolong gara gara aplikasi lot kek gin ga sih obat pake kartu bpjs ajah kaya gausah ambil ambil antre online nyusahin bgt,negative,negative,5
bpjs hapus aja aplikasi gak daftar aja ribet nya ampun aplikasi perintah kayak gin,neutral,neutral,1
oke bantu,positive,positive,5
bantu warga tengah bawah karyawan kantor cabang urus langsungsemoga sukses terimakasih bantu,neutral,neutral,4
banyak error gk,negative,negative,5
mudah akses,positive,positive,1
mobile jkn mudah akses layan bpjs sehat kantor cek data serta daftar antre online faskes info tagih akses aplikasi tampil simpel mudah paham fiturnya lengkap manfaat situasi darurat butuh info cepat terima kasih bpjs moga tingkat fiturnya,positive,positive,5
jkn obat mudah,positive,positive,5
jamin sehat top kali oprasi kangker kali masuk igd gratis biaya sedikit,neutral,neutral,5
bagus,positive,positive,1
layan cepat bagus,positive,positive,5
daftar kode verifikasi masukdikirim inbox pesan,neutral,neutral,5
bantu tp yg ga praktis,neutral,neutral,5
aplikasi aba kode kirim sinkron kirim kali kode otp kartu telkomsel akun lupa sandi,neutral,neutral,5
dapet otp susah,negative,negative,5
aplikasi kembang yg signifikan kali kasih ulas kembang aplikasi jalan kembang servernya aplikasi pas guna lot banget sampe gk ngedetect sinyal ganggu ambil antri ulang kontrol rujuk sekali telat bisa ngulang,neutral,neutral,5
layan cepat bagus,positive,positive,5
akses mudah ubah data pesertasangat bantu,positive,positive,5
logout update baru verifikasi otp kiamat ga kirim skrng ga login gara kode verifikasi ga kirim,neutral,neutral,5
masuk aplikasi hrs masuk otp suruh pakai aplikasi jkn tp repot belibet jgn melibetkan tp mudah jgn maaf tp baik peporma,positive,positive,5
susah nunggu kode verifikasi gk kirim lupa sandigimna ubah faskes,negative,negative,5
sanggat mudah,positive,positive,5
kren mantap,positive,positive,1
bagus pokok,positive,positive,5
layan optimal,neutral,neutral,5
cepat ferivikasinya,positive,positive,5
hey tolong intyk perintah sistem nya bagus lncr masak daftar salah sandi salah induk paaan aneh banget nomer daftar imel hadeh kesel,neutral,neutral,1
bagussimple,neutral,neutral,5
alam aplikasi yg buruk,negative,negative,5
aplikasi nasional kode otp aja gagal masalah bug baik,negative,negative,1
knp ga mendownload apk,neutral,neutral,1
ga login sndri masuk lg susah sandi salah nik salah gilir daftar ulang daftar gmna si jd ga pake obat daftar online,negative,negative,1
apdet aplikasi nyusahin,neutral,neutral,4
gmn sih orang kode verif gak dikirimkirim ganti nomor nomor udh gak aktif lg,neutral,neutral,1
aneh masuk akun terang akun bom daftar,negative,negative,5
kecewa dgn aplikasi knp gak pakai daftar online pdhl lancar,negative,negative,5
coba dlu klau tdk tlg apk yg hapus aja jgn bkn masyarakat mumet,neutral,neutral,1
ramah guna kacamata yaaa ngga liat,neutral,neutral,5
upgrade trus,neutral,neutral,1
aplikasi nyusahin ribet gabisa,neutral,neutral,1
coba moga sehat,neutral,neutral,1
aplikasi lot lelet nungguin kode otp sms ga masuk,negative,negative,5
hendra owegmail comsandi samsung jplus,neutral,neutral,5
aplikasi nya bagus mudah cepat proses nya,positive,positive,5
jaya,neutral,neutral,1
aplikasi tolol bayar tagih,neutral,neutral,1
apk nya bagus susah daftar ga gunain ga gunain suruh verifikasi akun ga kasih arah verifikasi akun nya apk nya ga verifikasi nya gimana sih iya pakai aja,neutral,neutral,5
aplikasi responsif,neutral,neutral,5
bantu moga depan,neutral,neutral,5
mudah jos,positive,positive,3
akses layan cepat muas,positive,positive,5
alhamdulillah terima manfaat bpjs sehat bantu,neutral,neutral,5
tolong baik kode captha muter doang gak muncul gak login paket aman jaring kenceng sampe hp restar kali aja gak,positive,positive,1
aplikasi mudah akurat,positive,positive,5
ga,neutral,neutral,5
mudah pengoparsian,positive,positive,5
aplikasi buruk smua susah d akses bner cma ngabisin uang negara ujung ttp hrus kantor cabang hapus aja aplikasi drpda nyusahin,negative,negative,1
moga manfaat,neutral,neutral,5
call center ga bantu arah kantor cabang udah ga guna call center ga guna,neutral,neutral,5
apk kentang,neutral,neutral,5
bgt proses ni beneran perintah yg bikin nih,neutral,neutral,1
upaya praktis bentuk ubah data,neutral,neutral,4
verifikasi otp sms kode kirim,neutral,neutral,1
aplikasi teribet susah masuk update aplikasi log outganti pasword dapt kode verifikasi aja susah bnget hubung,negative,negative,5
dgn jkn terrbantu utk sehat,neutral,neutral,4
membantutapi skrg suruh login ulangpdahal daftar rubah email no tlponsudah login email no telp tp buka,neutral,neutral,5
masuk slalu ofline,neutral,neutral,1
bantu antri kantor bpjs,neutral,neutral,1
bikin skck gak bpjs suruh download gak otp bayar pulsa rp,neutral,neutral,5
sih upgrade buka gampang akses belibet salah nik salah password,neutral,neutral,1
tolong lupa password udah ketik lupa sandi nomor verifikasi gak masuk,neutral,neutral,1
bantu dg mudah cepat,positive,positive,5
mudah,positive,positive,1
kecewa karna log out automatic masuk gabisa email salah sandi salah kode otp ga sampe bayar orng balikkin akun pas udah log out rugi bayar orang kecewa banget aplikasi nya jelek guna,negative,negative,5
verifikasi detik ditungguin abad gak sms verifikasi bro ni jaman canggih ente verifikasi aja kalah cepet ma pinjol ilegal parah hapus aja aplikasi aplikasi kek gin heran dipake aja rekom sm puskesmas rumah sakit,negative,negative,5
ubah identitas serta knp ga otomatis pindah kepala keluarga ubah,neutral,neutral,4
daftar jkn nomer antri ngikut yg duluan sesuai antri udah booking jkn digitalisasi ga ga tertib,neutral,neutral,4
aplikasi bagus,positive,positive,3
aplikasi sampah ngapain bikin gak aplikasi ngabisin pulsa verifikasi gak dipake,negative,negative,2
mudah daftar online ga ribet cepat,positive,positive,5
aplikasi gak bikin emosi,neutral,neutral,2
obat aja ribet,neutral,neutral,4
enak pakai mobile jknyg bias kontrol rs online,neutral,neutral,5
captcha hapus dlu udah login susah pke capycha gk kluar bkin emosi,negative,negative,5
pegaduan langsung close sempat unggah kronologitolong layan publik perhati pasien batas fungsi jkn online suruh besok lusa parah,negative,negative,5
terimakasih bpjs sehat jakbar,neutral,neutral,5
kerenn mantul,neutral,neutral,1
,neutral,neutral,5
aplikasi ngelawak daftar aja susah ampun nunggu kode otp aja ga muncul emang ngelawak,negative,negative,5
aplikasi up date buka muncul layar hitam layar lcd kedip hp rusak hp sinyal aplikasi jalan normal keluh baik aplikasi aplikasi milik perintah yg beres,neutral,neutral,5
habis anggar buruk trobel,negative,negative,2
mudah ubah,positive,positive,1
tolong baik aplikasi orang berobatcontrol sulit riset password ngulang verifikasi otp nya bug emang aplikasi bejatt rusakk,neutral,neutral,5
bantu aplikasi nyaa,neutral,neutral,5
mudah aman,positive,positive,2
,neutral,neutral,1
sih verifikasi kode ga masuk nunggunya lumayan menit,neutral,neutral,5
praktis bantu,neutral,neutral,5
bobrok ga ambil antre online dokter blm jadwal,neutral,neutral,3
tibatiba akun logout pas ken login salah offline data seluler aktif paket data gimana sih,neutral,neutral,5
aplkikasi goblogg daftar ajaa susahh,neutral,neutral,1
mudah informatif,positive,positive,5
error mulu,negative,negative,5
daftar online ga coba kala ga ga solusi udh ga tolong,positive,positive,5
aplikasi bantu layan sehat rekam sehat terrecord lengkap,neutral,neutral,5
aplikasi cacat buat pake bahan gratis servernya kelas rumah logout banyak loadingparah,neutral,neutral,5
aplikasi sialankementrian sehat becus mudah rakyatnyaaplikasi eror kayak gin atas,positive,positive,5
moga mudah sulit masuk ubah bintang nya terimakasih saran,neutral,neutral,1
masuk daftar antre sulit nik benardibilang salah coba ulang kali gagalkode captcha sukar dibacaakhirnya daftar gagal total,negative,negative,1
mantap,positive,positive,5
daftar nomor hp kode otpnya masuk seklali,neutral,neutral,5
alhamdulillah terimakasih aplikasi bantu,neutral,neutral,5
like,neutral,neutral,5
sayang nya udah komplain pandawa balas mesin aneh banget gak login daftar pake no kis kalok masuk pake nik ktp rubah gak login gimana solusi nya,neutral,neutral,5
ok moga manfaat utk,neutral,neutral,1
ga aplikasi perintah,neutral,neutral,1
apk ga tgl ga bareng tanggal daftar rujuk ga pas udah coba tgl temen niat ganti jadwal ga tulis nya jam ga kosong isi alas ga,neutral,neutral,1
nyusahin update log out,neutral,neutral,1
nama tipu udah download tpi ga banget suruh ngasih data udah tinggal masuk susah bngt aplikasi bikin mumet orang aja ngasih solusi bikin emosi puncak kali kali gagal downloadkecewa banget sy makan sy kasih bintang bikin emosi puncak parah banget,negative,negative,1
keren aplikasi bantu,neutral,neutral,5
aja ah,neutral,neutral,2
kesini kesana nama serta bpjs pbi pakai habis kluar rumah sakit terang jkn mobile nama serta nonaktif nama serta bpjs pbi pakai habis kluar rmh sakit terang jkn mobile nama serta tdk adaspt hapus tolong jgn spt melanjutkanmangaktifkan kmbli mudah tolong baik terimakasih,positive,positive,5
cepet,neutral,neutral,5
ndaftar aplikasi ngeheng aplikasi tolong baik ya,positive,positive,5
jelek bngt ni aplikasi,negative,negative,5
mantap moga indonesia maju teknologi nya,positive,positive,1
apk lambat gajelas ribet suka te logout kirim otp gak masuk masuk call center ga ngebantu,neutral,neutral,5
bagus t,positive,positive,4
makasih jkn tercintaa,neutral,neutral,2
aplikasi sulit kode verifikasi ngk muncul udah atus kali coba kalo nggak cepat baik sistem nya unisntal massal,positive,positive,1
ok joooss,neutral,neutral,5
aplikasi gak asik error aja aplikasi beres beres,negative,negative,1
bagus baik,positive,positive,1
efisien manfaat layan,neutral,neutral,3
gbsa meng instal ah aneh pdhl memori msh kosong,negative,negative,5
bagus saran aja anak gak pakai verifikasi wajah susah,neutral,neutral,3
moga berkah,neutral,neutral,5
habis update login praktis guna lansia awam ponsel android,neutral,neutral,5
hese verifikasi wajah eror wae kantun ka we anggar nyieun aplikasi triliun aplikasi na eror welll ah bintang,neutral,neutral,3
aplikasi aneh daftar eror mulu anj,negative,negative,1
mantap moga mudah,positive,positive,5
gimana dah heran verifikasi aja susah gajelass,negative,negative,4
aplikasi gak logout trus pas login server error hadeh orang gak paham it suruh ngurusin aplikasi,negative,negative,1
bagus banget mudah,positive,positive,5
aplikasi kayak gin didownload ya error perintah gimana ya,negative,negative,2
hadehhh parah bangat,negative,negative,5
aneh apl jkn pasword udah bilang salah tolong urus apl nya baik bikin orang kesal,neutral,neutral,1
gimana sih masuk perangkat pake nomer induk pdhl blm ngapa i,neutral,neutral,5
bantu catat data lupa mudah akses kemudi trimakasih,positive,positive,5
tolong baik screenshot buka aplikasi mobile jkn screenshot nomor antri,positive,positive,1
bantu moga depan,neutral,neutral,3
mudah obat ganti faskes,positive,positive,1
rumit hbs update sdhdi masuk tp gagal,negative,negative,5
susah banget sih buka nya,negative,negative,5
obat mana,neutral,neutral,5
lengkap,neutral,neutral,1
daftar aja capcha nya loding,neutral,neutral,5
aplikasi nya eror ambil antre online mohon tingkat mudah ambil nomer antre,positive,positive,5
aplikasi yg bantu proses yg cepat ribet,positive,positive,4
good respon cepat,positive,positive,5
bantu dgn aplikasi terimakasih mobil jkn,neutral,neutral,5
ambil antri faskes susah hasil,negative,negative,2
tingkat lgi sytemnya,neutral,neutral,4
moga depa,neutral,neutral,5
doktor faskes lanjut sulit,negative,negative,5
wib dokter staff nya cek aplikasi jkn mobile layan layan aplikasi terang layan mohon baik integritas nya bohong layan dokter bohong layan pasien,positive,positive,1
aplikasi bagusss data keluarga terupdate,neutral,neutral,5
ganti hp instal ulang aplikasi ora log in aplikasi bodol,neutral,neutral,5
udah bulan coba masuk d aplikasi tp gak hasil masukgmna inimohon d baik lg,positive,positive,5
bantu layan sehat keluarga,neutral,neutral,5
aplikasi nya bagus,positive,positive,1
aplikasi ribet sdh login pakai sidik jari msh tdk bs login,neutral,neutral,3
oke sip,positive,positive,5
jkn oke sukses,positive,positive,3
ya login suruh daftar auto debitpas daftar layar hitamnggak logingimana solusi nya kecewa,neutral,neutral,1
update log out ya pas masuk susah situ tulis akun daftar udah daftar loh tolong bantu,negative,negative,1
terimakasih jkn bantu,neutral,neutral,5
aplikasi jelek gabisa,negative,negative,5
nunggu kode masuk kaya y ga kirim,neutral,neutral,2
aplikasi tolol relog ngapain coba aneh,negative,negative,1
akases mudah,positive,positive,5
paskes klinik fakhira jakarta pusat terang dokter nya dateng jam pagi,neutral,neutral,5
tolong cuman tutup app bentar lihat verifikasi whatsapp langsung ulang proses daftar,neutral,neutral,5
daftar akun verifikasi wajah hasil si aplikasi,neutral,neutral,3
aplikasi login kembaligiliran login udah pke pw yg sesuaieh mobile jkn ny salahjdi hrus verifikasi,neutral,neutral,5
syukur lancar biaya operasi lahir krn aplikasi initerimakasijuga program pemerintahsaya bantu,neutral,neutral,5
wokey bgt,neutral,neutral,5
sulit,negative,negative,1
menyakinkan ni aplikasi ajang korupsi sistem aja eror,neutral,neutral,1
layan publik buruk dunia login ngga suruh hubungin ngga,negative,negative,5
gajelas susah daftar susah loginnya suka eror,negative,negative,5
aplikasi nya gimana sih verifikasi wajah ko ga udah gonta ganti hp coba tetep ga aplikasi eror gimana eror update,neutral,neutral,5
mohon info utk daftar online rujuk jadwal dokter tdk sedia ulang,neutral,neutral,1
