Review Text,Rating,sentiment_label
"aplikasi yang sangat buruk, bahkan hanya mengirim sms verifikasi untuk no hp saja tidak bisa",1,negative
"sudah lebih baik aplikasinya, perubahan data juga semakin gampang tidak perlu di kantor BPJS 👍",5,neutral
"tolong diperbaiki aplikasinya, dulu pernah bisa login tapi saat ini malah gak bisa login dengan keterangan NIK belum terdaftar sedangkan saat input nomor telf ada keterangan nomor sudah terpakai akun lain.",1,positive
ga bisa untuk menghapus peserta yg sudah menjadi mantan,4,neutral
JKN memang Ok,5,neutral
alhamdulillah lancar tidak ada kendala selama proses persalinan istri saya kemaren,5,neutral
Hampir semua yang berhubungan dg BPJS dimudahkan melalui mobile BPJS,5,positive
alhamdulillah... bagus pelayanan nya,5,positive
playanan sangat bagus,5,positive
"mudah ,ga ribet",5,positive
untuk pertama kalinya saya rasa aplikasi sangat bagus,5,positive
sedang di pelajari,5,neutral
admin care cara menambah peserta keluarga di jkn kok nggk bisa harus ada notif pastikan kk anda sudah lengkap di dukcapil,4,neutral
"demi apapun kesel, no hp aktif dan ada pulsa nya, otp nya pun ada, tp tulisan d aplikasinya berbalik dengan kenyataan, np hp ga aktif lah, ga ada pulsanya lah, ga jelas bgttt",1,neutral
smoga punyaq keterima,4,neutral
good job👍,5,neutral
"gmn ini BPJS Kesehatan, saya kemarin tgl 3 Juni sudah bayar iuran, terus d apk ada tulisannya di Terima bank, terus ini td saya cek BPJS kesehatannya lagi koq malah hilang di bulan Juni nya..,BPJS ini gmn sih, masa saya suruh bayar lagi.. ini sama aja merugikan peserta BPJS..",5,neutral
"mau daftar, tapi ga muncul terus kode verifikasi nyaa",5,neutral
apk mudah di mengerti,5,positive
tidak menerima otp,1,neutral
terlalu sering minta update,2,neutral
aplikasi sampah. pendaftaran auto debit loading 24 jam ga kelar2.,1,negative
gk jelas suka log out sendiri,1,positive
"ada apa dengan Mobile JkN, kita mau pindah faskes susah dan sampai hari ini 5 Juni 2025, error, banyak bug, pokonya ribet.. mohon di perbaiki👍🏼",1,negative
captcha aja muter terus ga jelas,1,neutral
bagus menjadi mudah,5,positive
sanggat membantuu .krenn,5,neutral
mau liat peserta ny gmn yaa,5,neutral
sipp oke,5,positive
aplikasi ta**.gak bermutu notif verifikasi tak pernah muncul.,1,neutral
ini kode otp nya gimana sih? aneh!,1,negative
tolong saat verikasi muka dibetulkan,1,neutral
"tolong dong info brpa² orang lagi penuh atu ngga nya pasen rawat jalan kasih tanda dong buat yng rs cidres inu mah 0 pasen O antrian 0 maksdnya gimana sisa berpa antrian nya jadi ga tau penh apa ngga nya ahri itu, biyar kita tau nib hari ini penuh bisa pindah hari lain",1,neutral
"Aplikasi jelek, ngirim otp udah 6 kali ga muncul"" kode nya, pelayanan lambat",1,negative
"aplikasi baik bagus, peetahankan kalau perlu tingkatkan",5,positive
apa apaan kode otp SMS lama bener dah 1 Minggu nyetak di situ situ Mulu gak kirim kode otp SMS.kalau gak niat bikin APK gak usah bikin.,1,neutral
ini gimana sih apknya suruh verifikasi waja tapi malah gagal padahal sudah deket lampu loh masih gagal terus dn padahal gak pake masker juga,1,negative
tidak memuaskan .susah masuk error mullu .tolong diperbaiki,1,negative
aplikasi yg sangat membatu banget,5,neutral
aplikasi tunggu kode otp Tidak muncul muncul,1,neutral
"Aplikasi JKN sangat membantu, tidak harus pergi ke BPJS cukup pakai aplikasi ini perubahan data bisi di ubah dengan sendiri dari rumah",5,neutral
"aplikasi buruk, udah bayar denda juga di aplikasi masih ada tanda kalau denda!! bayar tagihan pun lama sekali masuk nya. Sudah lapor pengaduan layanan pun ga diperbaiki dari beberapa bulan",2,neutral
alhamdulillah terimakasih akhirxa bisa login lagi semoga bnyak mmberikan manfaat🤗👏,5,neutral
kenapa gak biisa masukin nomor otp terus aja pulsa tidak cukup padahal kode ot udah kekirim,1,neutral
siiipp,5,neutral
kirim OTP gak dikirim kirim..dah 30mnit Otp gak dikirim,1,neutral
terimakasih bpjs,5,neutral
sangat mengecewakan,1,negative
mohon di maksimalkan penggunaannya,5,neutral
mantap mudah diakses,5,positive
aplikasi tidak ada perubahan selama 4 tahun sampah apk tidak berguna,1,negative
aplikasi yang sangat membantu lebih simpel penggunaan ya,5,neutral
"aplikasinya lemot, ga jelas, eror",1,neutral
sekarang untuk berobat untuk faskes berikut nya ke RS makin sulit....harus sekarat dulu baru di layanin...padahal kita sudah membayar iuran tiap bulan,1,neutral
sangat membantu untuk saya..ibu baru melahirkn gg perlu repot dtng ke kantor bpjs untuk aktivasi..🙏🏼🙏🏼,5,negative
sangat mm bntu,5,neutral
bagus bnget appp nya,5,positive
"kode captcha sdh betul masih salah, percuma aplikasi ini GK ada gunanya",1,neutral
"kode otp nya ga msuk"" oyyy😭",1,neutral
kode verifikasinya ga bisa muncul nunggu brp abad ini bagaimana dengan orang yang perlu segera,1,neutral
bagus bggttty,5,positive
kode OTP MANA WOY DITUNGGUIN BERHARI HARI GA DAPET KODE NYA.BOBROK BANGET SISTEM APLIKASINYA,1,neutral
OTPnya mana udah ganti 5nomer gk ada respon,1,neutral
mau masuk aja susah kirim otp berulang kali ga ada yang bener pdhl such sesuai dengan yg dikirimkan,1,negative
sangat membantu sekali dalam berobat,5,neutral
GK ada otp yang masuk woi yg bener jadi menterinya,1,neutral
membantu kami utk pendaftaran RS,5,neutral
"aplikasi ribet, verifikasi lemot",1,neutral
sangat membantu.akan tetapi untuk auto debitnya terbtas.mngkin bisa ditambhkan lgi bank nya sperti BNI,5,neutral
"Kenapa ga bisa ganti (edit) alamat online? Padahal fasilitas sdh ada. Itu alamat di Kartu JKN yg lama tidak terhapus sehingga (di foto kartu) antara alamat, RT, RW & Kelurahan jadi tidak sesuai.",1,neutral
saya sangat suka aplikasi ini,5,positive
aplikasi jelek.. sy sudah isi nomor HP sampai 3x masih ajah kode OTPnya tidak muncul-muncul,1,negative
sekarang ini penggunaan aplikasinya semakin dipersulit... memang tujuan untuk itu kali....untuk apa caphca di aplikasi JKN tidak berfungsi hanya mempersulit pengguna cobalah bikn aplikasi yg memudahkan... jangan mempersulit nasabah aplikasi tidak berguna hapusssss untuk apa kalo untuk mempersulit nasabah,1,negative
"Tolong tambahkan fitur info riwayat pelayanan bagi anggota keluarga, seperti anak dan istri. Karena fitur ini saya lihat hanya ada bagi pemilik akun saja.",3,neutral
srmua menjadi mudah dengan mobile jkn,5,positive
"pas mau ke kamera gk bisa trs. kembali trs gk , bolak balik log in trss",1,neutral
semoga pelayanan semakin baik untuk banyak orang,5,neutral
Mantap Lanjutkan,5,positive
"pengiriman kode otp lama sekali, gak muncul2 ...",1,neutral
tolong dong otp udah terkirim tapi pas mau masukin otp gk ad tempat ngetik ny aplikasi buruk sekali orng BPJS kerja gk sih buat aplikasi ny gk guna bener,1,negative
Otp tidak masuk,1,neutral
Masih ada bug dalam daftar ..kadang gak bisa daftar,5,neutral
aplikasi aneh verivikasi muka aja susah amat,1,negative
susahnya masuk pakai poto selfie,1,negative
kenapa sekarang ga bisa untuk ganti faskes si? punyaku aja apa yg lain sama? tombol 🔽 untuk mengganti provinsi dan kabupaten ga biisa di klik. kenapa??,1,neutral
semoga kedepanya tambah lebih baik lg,5,neutral
verifikasi nomor ra kenek² 👎👎👎,1,neutral
aplikasi gak jelas ini,1,neutral
sangat membantu dengan mundah,5,neutral
kenapa suka keluar sendiri aplikasi gak jlas tolong perbaiki,1,positive
"aplikasi aneh, sering bug dan lalot",1,negative
update Mulu. bikin memori penuh,1,neutral
"kode otp ga masuk masuk pdhl jaringan aman dan pulsa ada, bukannya mempermudah malah mempersulit aja hadeh",1,neutral
"ga jelas tiba tiba di log out, verifikasi otp juga ga di kirim kirim dah berapa kali ulang masih aja ga di kirim",1,neutral
"gajelas aplikasinya suka keluar sendiri, perbaiki dong kualitasnya. udh gitu mau ngubah jadwal dokter susah banget, gabisa di cancel , Giliran di app rumah sakit nya bisa. trus nge bug gajelas mua daftar gabisa. gunanya apasih ni aplikasi bikin emosi.",1,positive
susah login... nmr baru pribadi...,1,negative
makin bagus pelayanannya,5,positive
"Aneh banget negara ini, layanan di nonaktifkan tapi tagihan jalan terus. sama sekali tidak adil. giliran berobat di persulit, kamar buat rawat inap yang jadi hak nya kadang selalu penuh. Seharusnya ketika satu bulan gak bayar, Layanan di nonaktifkan maka tagihan pun gak jalan terus.",1,negative
lancar tanpa kendala,5,neutral
nunggu otp sms kayak nunggu antrian pertalite,1,neutral
Aplikasi terbaik.,5,positive
sangat membantu dalam urusan saya,5,neutral
"tiba² banget logout padahal ngga pernah logout, giliran login minta kode pemulihan sandi ngga masuk²",1,neutral
klo ada bintang 0 sudah saya kasih ini,1,neutral
sanagat jelek jaringann saat di butuhkan.. sudah berulang. sueah daftar mw login eror. alhasil dinsuru pulang daftar ulang.,1,negative
terima kasih Jkn mobile,4,neutral
sangat memudahkan untuk mengubah/memantau data JKN,5,positive
sekelas aplikasi pemerintah banyak bugnya 🤦‍♂️ aplikasi yang sangat UNFAEDAH,1,neutral
"Aplikasi ini harus bisa login beberapa akun jgn di Batasin, Krn kluarga saya kadang enggak punya hp, aturan ini harus di ubah,masa satu hp satu aplikasi._",1,neutral
"mau daftar aja susah bnget, padahal nomer yg aktif udah benar,",1,negative
aplikasinya bagus bnget semua jd mudah,5,positive
Alhamdulillah terimakasih sangat membantu,5,neutral
tidak bisa daftar karena sudah katanya sudah ter enskripsi bingung jadinya,5,neutral
mau di bikin auto depit gagal terus,3,negative
bagus dan terbantu,5,positive
kode otp lewat SMS hapus aja lah ....sampai firngon bangun lagi ga jadi jadi nih kode,1,neutral
"force close terus, developing aplikasinya gimana sih?",1,neutral
no ribet,5,neutral
sangat mudah di akses mantap pokony,5,positive
aplikasi apa ini kirim otp lama najong,1,neutral
"Tiap kali mau instal atw update selalu gagal dan minta kosongkan ruang, padahal masih ada ruang kosong 1Gb, sedangkan aplikasi ini hanya membutuhkan 66Mb aja, kocak neh aplikasi masa harua hapusin semua aplikasi yg ada di hp.",1,negative
sebulan lebih instal ga bisa-bisa dapet kode OTP. TOLONG DIPERBAIKI,1,positive
"sudah berulang kali daftar tapi kode otp tidak kunjung nongol,paraaaahh parahhh",1,neutral
mantap sangat menbantu,5,positive
aplikasi lelet,1,negative
sudah coba berkali kali kode otp tidak pernah ada.....bagaimana ini !!!!,1,neutral
"elek, gagal terus verifikasi wajah sampe aku sama mamaku ribut😩",1,negative
tolong kondisikan apknya daftar akun ribetnya minta ampun buat verifikasi aja susah kocak,1,negative
Sangat menolong mempermudah segalanya. gratis dan berfungsi optimal,5,positive
sangat membantu dan mudah diaplikasikan,5,positive
aplikasi ga guna stres,1,neutral
gak jelas nih. eror Mulu hadehh..,1,neutral
"liat komenan org pada negeluh ternyata benar,, aplikasi ini gk jelas... smua udh di isi dgn sesuai tp ttp gk bs,, dgn alasan salah,, tdk sesuai,, alesan trs aplikasi gk mutu",1,neutral
aplikasi ini sangat membantu👍 bagi yg tidak bisa menerima kode OTP biasanya itu harus ada pulsa dulu baru bisa masuk kode OTP dari SMS🙏,4,neutral
sangat membantu sekali aplikasi yg bagus mempermudah dalam hal kesehatan,5,positive
mantap mudah dan cepat,5,positive
sangat membantu untuk merubah data dan faskes,5,neutral
sangat membantu masyarakat mengenai info bpjs,5,neutral
tolonglah diperbaiki susah banget daptar BPJS online di aplikasi mobile jkn,1,neutral
"kode verifikasinya mana berapa kali pencet, berapa lama gk ada dikirim",1,neutral
"aplikasi gak jelas, verifikasi rekam wajah gak pernah bener",1,neutral
sangat membantu prosesnya secara on line,5,neutral
klo buat aplikasi yg gampang napa ini baru verivikasi wajah aja udah susahnya minta ampun...ini kita butuh loh😤,1,negative
"cepat untuk perubahan datanya, ga sampai 1 hari",5,positive
"sangat membatu,terima kasih",5,neutral
🤗,4,neutral
mau daftar akun aja dipersulit,1,negative
aplikasi kesehatan yg bermanfaat mempermudah dlm hal kesehatan,5,positive
jelek banget kode otp gk masuk masuk,1,negative
mempermudah dalam hal pendaftaran,5,positive
"kok tdk bisa ubah data ya? udah di klik kolom provinsi, udh uninstal dan instal lagi, tetap sama.",2,neutral
"verifikasi wajah gagal terus, giliran pake pin masih gak bisa aduh",1,negative
kok sekarang jadi sering k logout sendiri ya apk nya saat mau di buka,1,neutral
aplikasi apaan. masyarakat dibikin ribet pemerintahan bagsat,1,neutral
kode otp nya ga masuk terus,1,neutral
"sangat terbantu untuk masyarakat menengah ke bawah dalam pelayanan kesehatan, terimakasih.",5,neutral
sangat ketika sakit,5,neutral
KODE OTP TIDAK DITERIMA.,1,neutral
markotoptoptop,5,neutral
kode otp ga prnah ada.. 😭,1,neutral
awalnya pakai agak susah setelah bisa ternyata mudah,5,neutral
sangat memudahkan pengguna untuk malakukan oerubahan data,5,positive
sekarang banyak peningkatan di jkn.,3,neutral
susah daftrna,1,negative
👎,1,neutral
"apk buruk, pelayanan juga gak jelas. padahal dah dari 6 hari yang lalu pesen antrian, lah kok tiba tiba dibatalin padahal penting banget buat control tangan patah",2,negative
kode otp gak masuk2 ternyata harus ada pulsa. pas udah bisa eh verifikasi wajah lama banget gak pas2 wajahnya di layar,3,neutral
terima kasih sangat membantu sekali adanya aplikasi ini dan mudah di gunakan .,5,positive
kok ga bisa verifikasi wajah sii bikin emosi!,1,neutral
godjob mobile JKN,5,neutral
susah bgt ambil antrian kontrol... selalu gagal server. aplikasi macam apa ini...,1,negative
mana otp nya MANA ?????,1,neutral
hapus aja udh apk ny .. gk ada guna nya .. daftar pun gk bisa .. buat malu aja,1,neutral
"ERROR TERUS, NO HP sudah aktif tetap saja tidak ada pesan VERIFIKASI",1,negative
mudah dalam penggunaanya.,5,positive
kyk tai,1,neutral
"bayar rutin, dari gaji malahan di potong tapi aplikasi sering offline, susah saat urgen malah aplikasi lemot",1,negative
aplikasi terburuk di playstore,1,negative
aplikasi sampaahhh !!!!!,1,neutral
ELOR MULU KE TAAAI,1,neutral
bermasalah di jaringan padahal jaringan saya ngebut tapi di pemberitahuan anda sedang offline,1,negative
mau berobat aja harus nunggu otp. APK GAGUNA,1,neutral
Mobile JKN Sangat membantu masyarakat..👍👍👍👍👍,5,neutral
aplikasi nya untuk verifikasi kede otp nya sangat lambat banget dan saya sudah berkali kali mengulang kembali tetep tidak bisa,1,negative
min capca NY Ng ad . CK mno ndk masuk Koo capca nyoo dk muncul2 . tlong lah di perbaiki min . apk g jelas,1,positive
pelayanan petugas cukup baik,5,neutral
"pelayanan yang sungguh baik, semoga semakin jaya mobile jkn nya🔥",5,neutral
aplikasi Ribeut,1,neutral
mau daftar diaplikasi ini harus verifikasi dulu tapi jangankan daftar verifikasi aja bisa sampe bertahun tahun gak bakalan jadi jadi😭 aplikasinya jelek sekali ya allah tolong...😭,1,negative
aplikasinya bikin naik darah... mau daftar tapi kode verifikasi nomor telepon ditunggu dan dicoba berkali kali tetap saja tidak diterima ganti nomor dan dicoba berkali kali tetap sama tidak bisa nyerah ahirnya daftar ngga bisa bisa,1,neutral
kode otp tuh cepat di kirim jangan makan gaji buta klen selalu bgni jaringan udah 5G,1,positive
"sebetulnya ini aplikasi apa sih ? sering error mau login tidak bisa ,tolong lah diperbaiki lagi",1,neutral
sangat membantu dn mempermudah segala tentang kesehatan dn informasi seputar kesehatan,5,positive
apk GK jelas untuk kode otp SMS aja dipersulit,1,negative
"aplikasi ga becus. jauh"" Dateng ke kantor BPJS malah suruh ganti hp kocak. login g bisa karna sudah di pakai 3 nik berbeda. aplikasi suruh kesana disana ga ada tindakan kocak kocak BPJS",1,neutral
lebih mudah Terima kasih sangat membantu,5,positive
mau daftar gagal terus verifikasi wajah,1,negative
nomor tidak menerima otp saat di mengisi verifikasi no telp gagal dalam proses registrasi,1,negative
"kode otp gak ada sama sekali sudah di ulang""tetap gak ada",1,neutral
"aplikasi hancur, sekelas bpjs opsi verifikasi aja ga ada, mau ngandelin terus sms yang ga nyampe² sampe kapan",1,neutral
aplikasi susah diakses,1,negative
terburuk dari yang terburuk,1,negative
mantap tapi kendalanya kasi solusi kalau imel nya yg lupa bisa di daftar kan ulang lagi atu bagai mana meper mudah,5,positive
ok mantap....,5,positive
"menyusahkan aja. semuanya sering bug, kadang bisa kadang nggak. nyusahin.",1,negative
"mudah, dan praktis",5,positive
"sangat buruk,seperti tidak ada pelayanan,semakin hari semakin mengecewakan sekali,kode verifikasi tidak di kirimkan, padahal sudah beberapa puluh kali meminta verifikasi via yang sudah tersedia",1,negative
bagus semoga aman dan terpercaya,5,positive
"saat mengirimkan otp terjadi kendala,beberapa kali sudah dicoba tapi tidak ada hasilnya",1,neutral
"Susah banget mau daftar, dapetin kode verifikasi dari SMS nya, sekarang udah modern, bisa lah jangan via SMS tapi dari pesan WhatsApp",1,negative
ribet mau pindah faskes,2,neutral
yaaa,5,neutral
nggak muncul mulu notifikasinya udah ganti kartu 4 kali kalau nggak bisa bikin aplikasi jangan suruh bikin BPJS tapi dipersulit,1,negative
"kenapa aplikasi atau program negara selalu bobrokkk,...",1,neutral
bpjs harapan keseharan bagu masyarakat menengah je bawah. trims bpjs,5,neutral
tolong nek gawe aplikasi disempurnakan cuk... penerimaan otp ora masuk ...,1,neutral
aplikasi komplit sangat membantu,4,neutral
susah mau ganti faskes padahal sudah lebih dari setahun,3,negative
fitur verifikasi wajah kalo masih dalam pengembangan sebaiknya di hapus saja gak ada gunanya hanya menyusahkan,1,negative
respon y bagus terimakasih admin,5,positive
pemerintah ribet apa2 harus ke kantor..sekelas bpjs gini..masak da pisah kk dari org tua masih seribet ini ngurusnya..,1,neutral
berapa kali daptar. enda ada jga no notifikasi pendaptaran di kirim ke no hp. sudah mau sepuluh kali. di coba. padahal sudah terdaptar di suruh daptar ulang lagi. aplikasi heng heng,1,neutral
makasih mobile JKN dengn aplikasi ni sya g usah repot² mundar mandir k sana kemari untuk ngurusin BPJS kesehatan JKN emng bolh🤭😘🥰,5,negative
tlp k 165.. orangnya kya ee.. minta tolong malah d suruh k pusat atau lewat pandawa... lewat pandawa riber setiap masalah harus d foto .. dan harus sesuai ukuran yg dy mau .. kan ribet harus ubah foto .. sementara kluar .. eh daru ulang lgi... trs kta 165 .. klo g ibu k pusat bpjs bu .. kan tolol .. lu pegawe gunanya apah .. tdi noh sya nlp hari ini jm 9pgi ... bpjs bikin sush... w kn bayar ee,2,neutral
"Dengan mobile JKN periksa ke Puskesmas tidak perlu antri lama, karena bisa daftar antrian dari rumah. Mari kita manfaatkan aplikasi mobile JKN untuk kemudahan kita bersama.Semoga kita semua senantiasa diberikan kesehatan oleh Allah SWT l",5,positive
aplikasi ga guna... mau verifikasi kode OTP ga nongol nongol,1,neutral
"gagal buat kunjungan karena jadwal dokter jam 08-12 wib, tapi di optionalnya cuma ada 13-18 wib. serius lah bang.",2,negative
Mana kode verif nya woi,1,neutral
"gimana sih kok saya gk bisa masukin anak saya jadi peserta. padahal satu KK dan anak kandung asli, aplikasi ribet bukannya mempermudah malah mempersulit.",1,neutral
"sangat cepat prosesnya ,membantu sekali",5,positive
Aplikasi ini sangat membantu dlm pengobatan dimana pun. TOP da,5,neutral
mantappooooooooopo,5,neutral
"dicoba berkali-kali untuk dapat kode otp, tapi nihil",1,neutral
"pecat team IT nya, kode otp susah amat, sini gua yg jadi IT nya bangke",1,negative
Pelayanan JKN sangat baik,5,neutral
sms ga masuk masuk,1,neutral
sangat beramanfaat,5,neutral
kiamet,4,neutral
aplikasi sangat menguntungkan,5,neutral
Aplikasi paling sampah gaguna,1,negative
sangat membantu untuk keperluan mendesak.,5,neutral
Dengan adanya jkn jadi mudah,5,positive
"aplikasi gak jelas, gak bisa dibuka",1,neutral
Aplikasi gak jelas ingin daftar tapi kode otp nya tidak muncul mau pake cara lain tapi gak bisa/ada terus mau gimana mohon perbaiki lagi,1,positive
kode otp verivikasi kaga masuk SMS...gimana sih apk ini,1,neutral
pengiriman kode OTP lambat pake banget,3,negative
"sangat terbantu banget ada apk kaya gini, biasa kalo berobat antri nya manual dan panjang banget, jadi bisa atur sblm ke lokasi",5,neutral
"Mau daftar di aplikasi tapi gagal terus ketika verifikasi kode OTP, padahal nomor yang dimasukkan masih aktif",1,negative
aplikasi gk guna,1,neutral
"pas verifikasi wajah udah ditempat terang, ditambah lampu lightning tapi masih di bilang ""kurang terang"" otp juga bermasalah. capek!!!!!",1,negative
aplikasi bobrok dari dulu kq ya masih tetap aja apa mungkin sengaja dibuat bobrok,1,neutral
"aplikasi skrg klo masuk hrus login trs,trs sering nge bug...aplikasi pmerintah,data2 pnting tp selalu error,bug...harusnya aplikasi negara itu bagus,mudah dan keamanan kuat...ini mlah enggak...kesannya ecek2 smua",1,neutral
"daptar d onlen enak , galama nunggu",5,neutral
mudah dalam pengoperasian,5,positive
aplikasi ngak jelas. bukan anti virus tapi mau memeriksa seluruh apk yang ada di hp.. alasan mau mencegah penipuan..,1,neutral
"saya mau mendaftar pelayanan kesehatan, karena belum memiliki nomer rekam medis, jadi butuh konfirmasi persetujuan untuk mendaftar, sudah saya klik setuju berkali kali tetep tidak bisa tersimpan/ terdaftar, saya harus bagaimana jadi bingung, apa gunanya mobile jkn kalau tetep daftarnya manual (gak bisa online)",1,neutral
"permudah, terima kasih",5,positive
sangat membantu tanpa ribet gak perlu kekantor BPJS kesehatan,5,neutral
nik suda terdaftar. email/nomor yg d daftarkan kmrn katanya tdk terdaftar padahal tidak pernah ganti. di arahkan ke cs Pandawa sama saja tidak memberikan solusi.,1,positive
ganti faskes ribet. harus biometri foto selfie. anak balita mana ngerti susah. kenapa sih dibikin ribet,1,negative
Instal mudah,5,positive
bagus cepat pelayanannya,5,positive
"Sangat bermanfaat,jadi lebih praktis kalau berobat",5,neutral
mempermudah dalam perubahan data,5,positive
aplikasi ko makin jelek mau daftar lanjut rujukan gak bisa bisa,1,negative
apakah bbjs komar masih aktif,1,neutral
"jlek, kode verifikasi gamasuk masuk. apk gak guna.",1,neutral
lebih mudah dalam mengakses informasi tentang kesehatan dan mudah dalam mengakses informasi lebih banyak,5,positive
"Aplikasi sampah kek bujang. udh dari musim durian sampai musim rambutan, gk juga dikirim kode OTP. TOLONG PERBAIKI JANGAN MENYUSAHKAN ORG YG MAU MEMAKAI APLIKASI INI.",1,negative
penggunaan yang mudah serta tanggapan proses perubahan data yang cepat.,5,positive
"aplikasi ga jelas , mau daftar akun masih ada aja masalah nya",1,neutral
"dapetin otp aja susah banget, sampe udh berkali kali ngirim ttp gaada , padahal nmr hp aktif!",1,negative
"tolong dong min, saya mau daftar tapi pas isi nomor hp kode verifikasi tidak masuk",1,neutral
"keadaan urgent, mau masuk akun tp lupa kata sandi, udh berkali kali kirim otp gaada terus!",1,neutral
respon sangat cepat...,5,positive
"sms verifikasi sangat lama, bahkan tidak terkirim2, giliran di komen jawaban sama semua suruh krim screenshoot, gk ada solusi",1,positive
"jangan percaya sama cicilan rehab, katanya kalo ga sanggup bayar bisa pake cicilan rehab pas udah daftar bayar cicilan pertama ternyata ga bisa aktif bpjsnya harus ttp di lunasin tunggakan nya baru bisa aktif gmna sih, ga sesuai sama apa yang di infokan tanya call centernya katanya hoax kalo google bilang bpjs bisa aktif kembali kalo bayar cicilan rehab pertama gmna sih info nya yang sesuai dong.",1,neutral
mudah dioperasikan,5,positive
"sumpah aplikasi ini bener-bener bikin emosi, mau daftar aja susah",1,negative
gagal verifikasi terus buat ganti faskes aja susah banget,1,negative
mempermudah segala urusan yang biasanya lama ke kantor BPJS antri skrng tinggal klik,5,positive
"Aplikasi g jls, daftar aja ribet, banyak bug , otp gk masuk"" , orang sakit dibikin tambah sakit gara"" nih apk",1,neutral
ini kok lama banget ya saya di kasih kode otp buat verif nomor telpon ny?,1,neutral
dengan adanya jkn mobile mempermudah mengambil nomor antrian,5,positive
makin tambah gk bagus apk jkn ini 👎,1,positive
"aplikasi kacau, mau tambah no telp aja ga nisa dari apk, harus hubungi cs. udah di urus via cs, lama banget prosesnya. kenapa ga di bikin simpel aja sih dari aplikasi biar gampang. apk dari pemerintah emang ga ada yang jelas!!",1,neutral
saya tidak bisa verifikasi nomor hp,1,neutral
mending hapuss aja apk nya dari playstore gk membantu sama skali,1,neutral
aplikasi gak jelassssss Ra genah blassss,1,neutral
"aplikasi kacau.... ngestag parah, aplikasi ga niat",1,negative
"kenapa no ktp saya tidak terdaftar, padahal saya tidak ganti ktp,😔😔",1,neutral
"Mudah di Gunakan ,",5,positive
"ga bisa dibuka,,,rekam wajah hampir sejam",1,neutral
berapa kali mencoba verifikasi no telpon gak masuk2 aplikasi apa ini,1,neutral
mdh dalam perubahan tempat berobat. tq,5,neutral
"daftar nya agak sulit,riweuh,ngebug,ga jelas,bikin pusing.",1,neutral
"gabisa verikasi, gimana ini?",1,neutral
"haduh verifikasi muka gagal terus, kode Verifikasi gada aplikasi ganiat inimah",1,negative
lebih mudah dalam mengakses nomer antrian,5,positive
"aneh banget sandi salah terus, giliran mau ganti sandi malah ga ada kode otp yang masuk dari siang di ulang ngga ada sama sekali aplikasinya buruk banget",1,negative
mitra sehat semakin maju dalam pelayanan.,5,neutral
Saya tidak mampu bayar IURAN BPJS mohon kami bantu untuk ikut iuran BPJS yang dibayari Negara,5,neutral
aplikasi ini membantu memudahkan untuk ganti faskes,5,positive
"mantap,tapi tolong biar cepat untuk antri di aplikasi",5,positive
makin susah digunakan apa lagi saat verifikasi wajah.,1,negative
Terima kasih untuk fungsi apk nya sangat mudah di pahami dan di mengerti Matur nuwun,5,positive
sangat memudahkan sekali👍👍👍👍👍,5,positive
"Minta update mulu tp aplikasi gak ada perubahan, mau daftar online di paskes1 offline mulu tidak dapat di proses..",1,neutral
ini pihak BPJS Niat gak sih bikin aplikasi? sangat lambat pendaftatan bahkan kirim OTP 100 kalipun tidak bisa,1,negative
ko kode verifikasi gk masuk masuk sih dah brapa Minggu daftar pake nomor berbeda juga gk bisa,1,neutral
sangat membantu untuk kelancaran urusan kesehatan,5,neutral
"Mau daftar supaya bisa login aja susah pas verifikasi wajah nya , trus gada pilihan lain apa buat verifikasi contoh nya email atau OTP melalui SMS tolong perbaiki dong soal verifikasi wajahnya supaya lebih responsif padahal udah di tempat terang , wajah jelas tapi susah bnget terbacanya akhirnya gagal",1,negative
"ingin menambah NIK bayi error mulu, gimana sih ini. kocak",1,negative
Semoga lancar jaya selalu apk nya.,5,neutral
aplikasi bikin susah masyarakat. bukannya mempermudah malah mempersulit,1,negative
"makin kesini makin gak jelas,tiap di buka disuruh update tp selalu gagal sampe ngapusin beberapa aplikasi lain tp selalu gagal di update padahal apliasii baru gk pernah kayak gini ,kita jg kalo lg buru buru jd susah",1,negative
aplikasi ga guna ga jelas mau verifikasi wajah susah mau minta kode verifikasi ga kirim kirim kodenya kalo ga niat mbuat aplikasi mendingan gausah mbuat ginian,1,negative
"sangat membatu sekali,, segala nya jadi mudah",5,positive
"ini gimana sih maunya aplikasinya. udah terlanjur daftar di faskes, eh katanya harus daftar sehari sebelumnya. pas mau coba daftar online untuk besok, harus isi rating dulu di riwayat pelayanan, tapi di klik sana sini gak bisa tu. ini niat bikin orang susah apa gimana, kalau iya emang berhasil banget sih",1,negative
aplikasi cepat dan membantu saat perubahan faskes,5,positive
"aplikasi dan dokternya sama"" gak sesuai dengan ekspektasi",1,neutral
Apk paling buruk setiap daftar terus ngirim otp aja ga ke kirim kirim,1,negative
"Sering banget ke log out sendiri dan kok suka down yah servernya? Sebisa mungkin, untuk dokter-dokter kalau bisa dikasih liat dong diaplikasi untuk kehadirannya. Sering banget nih udah datang tapi ternyata dokternya gak ada, kan kita gak tau yah padahal sudah jauh-jauh. Gak cuman sekali loh saya bolak-balik 🙏🏻",3,positive
lebih bagus sekarang,5,positive
jelek banget dari tadi kirim kode verifikasi ga masuk2,1,negative
cepat tanpa antrian...,5,positive
