text,sentiment
mudah murah,positive
sip puas,positive
mudah layan administrasi,positive
susah verivikasi wajah menit nyoba ga hasil,negative
suka akun bikin ribet,positive
ganggu aplikasi perintah gangguanngabisn uang negara aja,neutral
apk ga tbtb dr akun pas masuk akun yg pw nya salah udah bener udh jadi kali kali kaya gin tolong baik jgn smpe tbtb pdhl ga logout dr akun jkn nya,positive
tolong baik bug nya min update nomer hp muncul pilih verivikasi no hp,positive
mantap kembang pilih,positive
layar hitam hack gk buka,neutral
papan nama ko ko kiri puskesmas ranji usaha ko ko layan publik kalo jalan tugastak ko program prb aneh pasien ko suruh tebus resep apotik sanafarma prb faskes kobuat prb apotik sanafarma langsung prb dr sok dokter spesialis,negative
kali sy login aja masuk muncul notifikasi captcha masuk salah coba ulang kali x login data isi mohon perhati baik sistem fungsi mudah guna akses aplikasi terima kasih,positive
mudah obat,positive
aplikasi bagus log out otomatis gilir log in suruh masukin captcha gambar captcha nya loading teruss sinyal bagus banget gajelas bikin susah orang aja,positive
aplikasi jelek kode verifikasi sms gak dibales,negative
terbaikkk bwaguss aplikasinyaaa,neutral
mobile jkn,neutral
bantu mudah layan kkn terima kasih,positive
aplikasi bagus,positive
najis gak nunggu kode otp kayak nunggu koruptor hukum mati gak kasih kabar dah hari nunggu kode otp sampe kirim ulang gak masuk masuk kode otp gak niat hapus aja kocak,neutral
goog,neutral
update kini data sdh mudah akses bantu,positive
cepat layan pasien,positive
keren banget aplikasi mudah bantu klaim bpjs mudah terimakasih mobile jkn,positive
aplikasi samaph,neutral
kode otp ga kirim sampe ganti nomerpun ga gabisa loginn,neutral
fasilitas,neutral
aplikasi ter ga gunaaaaaa,neutral
membantuuu sekaliii terimakasih,neutral
kecewa layan tugas kantor bjps kab nganjuk crtanya gin daftar bpjs krn karyawan th bayar ga nunggak kerja tgl agustus bjps terang aktif agustus konfirmasi kntor bpjs bln sept lahir aktif bjps nya tugas langsung aktif trnyta tgl sept aktif lg nunggu kerja tolol bgt,negative
lupa password pas mnta otp sms ga mncul yg laku email baca tlong baik,positive
aplikasi bagus moga data guna aman,positive
aplikasi taaiiiik,neutral
layan online cepat,positive
error terooosss,negative
nomor pol gigi panggil laen nama jelek sengaja,negative
apk cocok orang latih sabar lupa sandi ngerubah pasword verif via email udah verif tulis email daftar yaa salam via wa bot dialihin website udah masukin data nik masukin captcha ga masuk tulis warning warna kuning mantap emang apk perintah baik masyaallah,positive
aplikasi buruk banyak korupsi obat orang orang kendala mobile jkn,negative
gak anjir pas verif no telpon metode nya gak muncul gwej daftar antre gmna kocak bintang biar baca,neutral
terimakasih sudamempermudah daftar online,neutral
daftar jkn ruwettttt bgtttt capctha ga,neutral
jkn kendala,neutral
knp suka log out sndiri sih trus masuk lgi susah banget,neutral
bagus si please baik nunggu kode otp nya banget super duper tolong update lagiii,positive
mudah sebelumnyaterimakasih,positive
brobat susah gara gak kirim otpini gimana sihh bln terusmana klinik mau daftar online,negative
yg daftar akun tampil nya serta tambah serta pas klik info daftar nik tampil serta,neutral
hp hilang pasword lupatrus log in nya gimana,neutral
sakit log out hantu gimana sih udah masuk no ktp password salah kadang captcha salah udah ganti password nomer hp yg masuk billing error,negative
daftar sulit kode ngak nomer aktif,negative
sinyal bagus gilir buka rujuk terang periksa jaring oake wifi data aja aplikasi perintah bgt masalah,neutral
aplikasi masuk sulit,negative
bantu sehat keluarga,neutral
bayar iur obat kosong beli apotik tipe obat mahal,neutral
pindah faskes ribet nunggu minggu pakai faskes yg efisien masak sakit nunggu minggu obat bayar bpjs tp gilir obat nunggu minggu,neutral
proses ruwed antra rs bpjs terkadang tdk singkronbanyak ngerjain si serta ngurus kesana kesinimungkin neng ya ngerjain orang biar muter ngrus kesanakesinikapan indonesia maju malau trus sulit rakyat indonesia,negative
layan bagus cepat mudah,positive
aplikasi nya oke bangettt gak ribet kantor pusat nya praktis tinggal pencet selesai cocok gak suka ribet,positive
tim it nya cerdas otp kirim sms ga email apalgi update lancar z susah otp z,negative
aplikasi login akun jgn batasin krn kluarga kadang hp atur ubahmasa hp aplikasi,neutral
tolong aplikasi update jadwal dokter faskes ambil antri jam udah pilih dokter tampil tulis warna hijau buka udah keluh klik simpan terbit nyata otomatis tulis jadwal dokter sedia dokter mapping pol tsb please aplikator profesional layan hidup orang,neutral
ubah data gagal pakai verifikasi wajah verifikasi wajah gagal sesuai wajah asli paraj,negative
mudah mwngoperasikannya,positive
daftar dokter nya gaada login captcha error loading mulu,negative
apk tolol sulit org sakit daftar aja susah ngga dptkode otp,negative
bagus layan cepat jkn nya,positive
bpjs sulit pasien yg pelosok cek lab gx langsung pol yg tuju bolak rs pusat,negative
baharu login pas udah dapet nomer kontak jd hilang,neutral
bintang ga lihat riwayat layan resep obat,neutral
telkomsel rol,neutral
mantap,positive
mantap aplikasi mudah,positive
ya pindah faskes gabisa scan wajah nya,neutral
bagus banget,positive
aplikasi sampah yg bikin koruptor vertivikasi no hp aja kali coba gada kode vertivikasi masuk sinyal bagus nomor hp aktif pulsa login daftar anggota keluarga yg gabisa ketik no kk nya mudah tp sulit,neutral
mobil jkn manfaat mudah rakyat terimakasih indonesia,positive
verifikasi otp pas nomor telfon banget gagal x aneh banget,negative
gak dipake daftar faskes aja notif coba malam udah logout login aja tetep nya,neutral
gimana lodingnya,neutral
layan mudah fahami moga bantu umat nabi muhammad saw aamiin,positive
bantu,neutral
alhamdulillah pindah lokasi faskes kelas mudahterima kasih,neutral
hadeh,neutral
bagus layan adu masuk fitur guna mudah bantu nomor antri mudah bagus mudah,positive
bagus cepat layan,positive
aplikasi verifikasi verifikasi nomor nya kosong ga aplikasi kalo cacat,neutral
aplikasi mudah rubah faskes aplikasi jkn ganti nomor telepon ganti email daftarmengambil antre fitur mudah serta kantor cabang,positive
bantu bagus fitur aplikasi,positive
bs askesdikarenakan chapta error tampilstuck loading,negative
nga masuk nga daftar udah akun,neutral
aplikasi aneh daftarin tambah serta anak sayadi terang sdh terdaftartp pas d cek blom nama anak sayapas daftar ulang tulis sdh terdaftarpas tlpon ngmg sm cs ny mati tlpon nyaberulang kali telpon ngmg sm cs ny mati sendiritolong d baik aplikasi nyatlpon selular jg itusetiap pilih menu bicara sm cs langsung mati aneh,negative
baguscepat dlm proses,neutral
bantu terimakasih,neutral
daftar sulit verifikasi wajah susah bgt kalo mah ngapain adain apk,negative
layan bagus,positive
jkn gk masukpdahal nik smaa password sdh bener eror coba baik sistem nya,positive
gak daftar nunggu kode otp jam gak kasih verifikasi email udah ok,neutral
aplikasi guna digital mudah obat klinikpuskesmas keren,positive
ganti no hp udah swa ft pdf ko ga yaknp,neutral
makan gaji buta komplain gak dibenerin ayolaahh kumpul politis gak guna orang kompeten percaya urus apps jkn tolong baik apps nya please logout gak layan bpjs,positive
ok baguss,neutral
gmna si ni aplikasi orang daftar aja gabisa gagal verifikasi wajahh,negative
awal mudah lebih obat daftar manual jd sia,positive
aplikasi perintah kecewa kali otp kunjung kirim,negative
tolong seringsering logout otomatis,neutral
hp android root aplikasi pakai note nya aplikasi perangkat root nya aman aja,neutral
gimana tiba pas masuk captcha nya ga muncul gabisa masuk pake daftar online ribet gin,neutral
bagus apknya,positive
gampang banget online,neutral
capca munculmuncul tolong baik,positive
alhamdulillah mantap,positive
proses nya cepat layan nya nyaman,positive
mudah update ubah data status bayar ubah status serta lambat kategori ok,neutral
apk sampah btt udah ampe kli sruh krm kod otp no udah bnar jrgn udh pling bgs tpi ttp aj g ad kod yg krim apsi apk g jls btt kntor bpjs bru bsa krim kod otpny haa bintang hrusnya gk ush nambah fitur g jls klo emg krim kod otp aj susah sulit masyarakat,negative
lupa sandi verifikasi nomor hp aja udah ga kondisi urgen,neutral
mudah guna terimakasih bpjs,positive
trimakasih bantu,neutral
butuh fasilitas sehat muda,neutral
hadueeh ya aplikasi error,negative
aplikasi bantu mudah daftar fasilitas sehat,positive
bantu,neutral
aplikasi apasih daftar antri ambil obat,neutral
aplikasi teribet gue download,neutral
buruk banget daftar omer hp udah masuk verifikasi kode nya nggak kirim kirim mjan,negative
bagus bagus,positive
terimakasih informasi layan,neutral
terimakasih updatenya,neutral
nice shot,neutral
aman oke lanjut,positive
ok mantap terkadang kendala nya,positive
periksa hamil istri obat anak demam tdk updet akun apa tau rugi yg bayar mandiri,neutral
verifikasi nomor daftar muncul suruh tunggu,neutral
ingat perangkat pakai buka akun jkn mobike nik kk yg beda trus gak bs buka akun mskipun aku yg ssh oernah buka sebelumnyaapp recomen,neutral
canggih akses negeri gak chaca muter hmmm susah pain kl posisi indonesia,negative
login apk mobile jknhanya perangkatponsel perna login kali nik serta berbedamohon solusi,positive
verifikasi wajah aja bikin susah banget,negative
aplikasi masalah logout tolong niat mudah baik,positive
terima kasih mobile jkn,neutral
ganti hp login ko ga y gagal,negative
aplikasi msi bnyk bug eror,neutral
aplikasi karya anak bangsa hebatnunggu nomer otp aja x lebaranluarbiasahhh,neutral
buruk aplikasi yg error,negative
waw keren,neutral
jelek error suka apak,negative
bagus daan manfaat,positive
suruh daftar ulang,neutral
nik,neutral
baru sistemklo baru aplikasi tolong pemberitahuan bikin panik,neutral
daftar ga suruh buka izin kamera kasih izin relog ilang yg ketik yg benerlah bikin apk tuh,neutral
obat faskes nya rs sulitharus sekarat layaninpadahal bayar iur,neutral
cek in eror trsmohon baik sistem,positive
gimana sih logout masuk aja susah udah bener nik nya password nya gimana sihhh niat gak sihhh,negative
tolol,neutral
ubah faskes cepet ubah alamat susah,negative
verifikasi wajah ga muncul ya pdhal kamera bagus aja tolong baik sistem ubah aja ga,positive
mohon bantu handphone buka katana diroot gak diroot hp nya mohon bantu,neutral
mudah ga ribet,positive
bantu terimakasih,neutral
aplikasi error,negative
udah coba daftar tp ga ferifikasi wajah udah coba terus an ttep aja ga ya tolong bantu,neutral
aplikasi mudah guna,positive
okd,neutral
kode otp kunjung masuk,neutral
baik,positive
hubung server rumah sakit rujuk tuju,neutral
payah daftar login buka daftar diimput username password yg bilang salah ciri khas layan perintah bikin nggak matang paaayyaaah baik susah rakyat ya aplikasi perintah ngawur niat,negative
aplikasi sampah udah ulang kali masuk tanggal lahir sesuai ktp ga kalo ga fungsi copot ajasih bikin orang emosi ajaga guna ngapain pake copot aja udah aplikasi sampah,negative
login capcha,neutral
aplikasi idiot error nya tolol orng sakit sulit bego,negative
otp muncul,neutral
baik masak kamera verifikasi mirror selfie,positive
mudah pakai bpjs kota yg beda,positive
puas layan cepat,positive
aplikasi jelek login aja batas karna nik beda repot,negative
mudah serta bpjs terima kasih,positive
aplikasi susah buatdaftar aja ribet,negative
aplkasi membingungkansetelah cek aplikasi mobile jknko nama sya aj yg addi cek anggota serta gak ad nama ank ma istri syasedangkan sudh daftar aktif,neutral
akun nggak nautin email tulis opsional pas download kartu nggak nautin email cari menu atur nggak opsi gimana toling,neutral
alhamdulillah mudah administrasi,positive
susah login sengsara,negative
daftar antri dokter tbtb aplikasi log out masuk ngisi data udh lengkap verifikasi data notif mohon maaf minta blm dpt proses sampe kali nyoba konyol klo bintang nol kasih bintang nol,neutral
mantap mudah erti,positive
mudah bantu,positive
manfaat bantu,neutral
apk pemrintah lamaverifikasi data nunggu,neutral
tolong info nya lupa katasandi nomor telpon email aktif loginnya,neutral
aplikasi jkn bantu,neutral
mudah,positive
daftar kontrol klinik besok bad request berkalikali ya lancar,neutral
lumayan bagus tingkat,positive
uyyy,neutral
verivikasi wajah susah kode sms masuk,negative
astaga cuy sandi dah dah gw ss simpan galeri takut lupa pas dimasukin sandi salah udah gitu pas ganti sandi nunggu verifikasi otp nomor gak dikirimkirim sampe berulangulang coba,neutral
bantu terimakasih mobile jkn,neutral
goodsangat membantumusah,neutral
finally pke wa nice,neutral
menganggu skrining eror gimana ambil nomor antri,neutral
capcha nya ga njiirrrr,neutral
layan bpjs buruk anak sakit darurat panas suruh pulang rawat jalan bayar kelas gawe opo leeeek mbok pangan thok wae duite iku,negative
aplikasi mudah aman,positive
bantu,neutral
aplikasi yg buruk layan buruk skli daftar antri online antri telah tdk serta jkn ambil obat tunggu skli jam,negative
aplikasi kode verifikasi sms gak bikin emosi,neutral
ya aplikasi unduh website loading proses daftar nya muter berjamjam ganti jg,neutral
aplikasi nya bantu moga sukses,neutral
aplikasi tolol buang buang anggar doang,neutral
sayang klinik fktp minggu terima layan bpjs udah bayar iur bpsj sehat,neutral
verifikasi kuota pulsa udah masuk ga verivikasi pake sms sih aplikasi ga guna bilang pulsa tetep aja ga nomer handphone kosong gimana seh dasar,neutral
layan muas tugas ramahh,neutral
mantab,neutral
mudah guna bpjs kota gak susah faskes,neutral
berobt repotno pendaftan apk mntak update trus tetep gk faskes pertmaa gk gk dftr online mudah tmbah sulit orang sakit,neutral
nunggu verifikasi kode otp udh kek nunggu aja nya ampun,neutral
kode captcha muncul,neutral
niat login ken masuk pbi aja susah tangguhin udah baca tunggak daftar udah cek apps udah lunas gak tau,negative
gj segitunya uang daftar off bpjs online susah emg mental kismin gabisa ubah kasih sempat sempit mah ngirim kode otp kaya uang thr presiden ae,negative
eror genting tolong baik,positive
aplikasi bagus,positive
lawak nomer umur ga nomor hp yg benerin dludahh mo login lupa pasword yg daftar nomer sy,neutral
aplikasi ap log out nik salah,neutral
tolong ya urus login mudah sinyal bagus tp error trus,positive
daftar online aja server error kondisi urgent butuh periksa coba maintenance,negative
sagat cepat responnya,positive
muas mudah proses update data digital,positive
engga buka jkn mobail,neutral
tingkat kualitas layan,neutral
bantu saat sakit,neutral
terimakasih aplikasi mobile jknsangat bantu mudah proses daftar obat online,positive
mudah mengoprasikancepat tanggap nya ramah layan,positive
bantu utk daftar faskes,neutral
tolong verifikasi sms pesan code ya gk kirim nomor lupa password gk ubah password tolong admin,neutral
tolong baik sistem nya bikin pusing klo buka jkn daftar ulang,positive
oke sip sip and good,positive
bantu butuh layan sehat,neutral
mantap bantu,positive
update apk eror,neutral
ga daftar onlaen jkn penuh cek ga ajah,neutral
ubah alamat surat mufah,neutral
terkadang sandi pasword salah masukin yg,neutral
aplikasi udah ratus kali verifikasi wajah gagal ikut instruksi gagal tolong baik algoritma verifikasi wajah nya bikin kesel aja,negative
pakai susah mudah,neutral
aplikasi coba daftar aja ngirim kode otp nya gak masuk dah diinstal ulang restart hp tetep gak masuk kode no handphone nya,neutral
sanga bagus bantu dapam komunikasi,positive
aplikasiii ga,neutral
aplikasi buruk gak mudah sulit log in pakai email ga no hp ga payaahh,negative
layan nya bantu,neutral
print kartu kis utk anak ya,neutral
apa lo antre nomor loh server down udh berkalikali refresh jaring aman aja wifi orang rumah pakai aman aja antre nomor,neutral
nya sulit ga verifikasi nomor nomor udah bener pulsa tulis nomor sesuai mohon tingkat kualitas,negative
masuk aplikasi muter loading chapta ga sekali masuk muter ujung error ga maintain aplikasi duit pajak gue,negative
muncul notif keluarga aktif denda jalan baru data keluarga denda,neutral
aplikasi bagus mudah proses daftar obat gak repot ngantri layan drg hasnawiah dokter cerewet terima kasih dokter drg hasnawiah puskesmas talang gading palembang,positive
canggih,neutral
nunggu otp muncul,neutral
habis update login susah terang offline melulu buruburu pakai,negative
heran aplikasi urus gak sih bug nya mesti online tp sedia aplikasi nya model hadeehhhsering error,negative
bentar upgrade minn desak bikin susah,negative
mantap cepat,positive
gagal log in mulu nih november nya aman aja tolong d baik suruh orang kirim email gak d resin,neutral
jam tutup buka sesuai fakta masak daftar antri puskesmas d tulis aplikasi jkn tutup jam jam tutup gimana,neutral
the best,neutral
daftar aja susah verifikasi otp ga kirim gimna daftar coba,negative
alhamdulillah bantu,neutral
bantu mudah guna,positive
,neutral
jkn udh buka lihat iur bayar login tolong baik,positive
jkn gimana sih serta masuklogin aja susah bgt nik pasword captoha udah isi dgn ga yg pesan nik pasword salahhadeih gimana jg daftar online ga susah tolong ya jkn baik sistem ulas yg,negative
aplikasi gak kode otp sms aja kaga nolllll,neutral
aplikasi taiiiii,neutral
aplikasi cepat responya,positive
capca slalu gamuncul trus muncul ofline aneh pusing,negative
logout buka login,neutral
aplikasi optimal mohon maaf out of context layan puskesmas tingkat layan puskesmas jelek,negative
mohon info ganti faskes tindak aplikasi,neutral
bagus banget obat gara gara ni aplikasi mudah dpt antri,positive
tolong sedia fitur reset aplikasi iya pakai log in akun jkn orang bantu kena imbas,neutral
mudah daftar ubah lokasi sehat,positive
bantu mudah layan sehat,positive
mantab,neutral
login captcha tampil,neutral
tolong daftar verifikasi mukak nya susah kali tolong baik orang udah hari gak hijau hijau,neutral
ga otp gimana daftar,neutral
sedia tidur apk mobile jkn beda data rumah sakit,neutral
kau tangkap layar,neutral
susah daftar,negative
nya kalo daftar antri jam wib laku sesuai arah kait coba bermingguminggu berkalikali ambil nomer antri app ambil antri offline ga online app app bobrok,neutral
oke mudah aplikasi,positive
maju moga tingkat layan jkn layan puskesmas,neutral
aplikasi yg urus gamau daftar gaada respon lol,neutral
verifikasi kode ga kirim kirim,neutral
bolak log out log in alas log in susah,negative
topp cer loko nya gk rujuk puskesmas,neutral
aplikasi rumit serta bpjs usia,neutral
ubah faskes,neutral
non aktif premi oke bayar iuaran beres tp nunggu aktif bpjs kocak orang periksa urgent suruh nunggu otak mana buka mudah masyarakat bikin sulit segitu bayar,positive
puas layan aplikasi mudah,positive
mohon gratis biaya kesehatankasihan nonaktif,neutral
mengalamami lupa paswo,neutral
loginalasannya nik lengkap sesuai ktp payah aplikasi sesat,negative
nyaman ga ribet,positive
,neutral
aplikasi batu,neutral
diupgd ga pake wifi log nya,neutral
gimana sihudh diupdate login lupa passwordmau masuk kode lwt otp gak mulu aneh nmr hp udh daftar,negative
moga jkn indonesia,neutral
good joob,neutral
serta klik langsung gx isi nik kktolong baik,positive
membantuyg komen negatif hpnya jentang milik hp baik,positive
aplikasi logout terang sesi pakai device berbedapadahal hp gak ganti kapansangat rugi serta mobile jkn lupa passwordmohon baik sistem aplikasi biar logout gak jelasjangan sulit,neutral
sehat aja sulit terimakasih,negative
bpjs juooos polll,neutral
aplikasi mudah ini maubdi download notice nya gak kompatibel lahh apa ribett bangett,positive
istimewa aplikasi,neutral
aplikasi tolol kode verifikasi banget layan lambat gmn cinta produk layan aja sampah,negative
yahh aplikasi masuk trus gilir masuk gak tolong baik obat,positive
aplikasi ga kode otp ga nomernya udah bener,neutral
mudah aman,positive
pokok mantap deh,positive
verifikasi wajah susah ya,negative
mudah ambil antri,positive
ok banget bang,neutral
gimana sih kode verifikasi lupa pasword sms ko engga,neutral
akses mudah bantu,positive
aplikasi tolol yg adakyk aplikasi mayat idup dftar pol gigi ga,neutral
sangat untung dg mobile jkn rumit yg gaptek bravo mobile jkn,neutral
tolong bikin aplikasi pas bayar pake no va autodebit bpjs ketenagakerjaan dapat atur usaha aplikasi narik uang sesuai tidaktolong ya orang orang didik kemaren bpjs aja korup ups,neutral
,neutral
gak masuk lupa pasword daftar pakai nohp email knp gak masuk pakai nohp suami email suami x gagal masuk pakai nohp sendirigmn pdahal ambil noantrean rs,negative
susah gagal tutup tab kirim otp gak gagal lebaran tolong baik kalo atur gak pake aplikasi tolong mudah,negative
bantu terimakasih,neutral
mudah layan sehat,positive
layan hari,neutral
aplikasi mobile jkn masuk nyata slah sandi catat hp ubah ulang ulang gak slah nik sandi tolong bantu,neutral
mantappppppppppp,neutral
udah update jd gak bs buka gmn ni,neutral
otp gak masuk aduh,neutral
bagus batu,positive
kacau eror bug gak,neutral
nunggu kode verifikasi nga,neutral
cepat tangan keluh yg tau nya kasih bintang asal an deh kasi yg apk nya bikin apk bantu masyarakat yah wajar kalo yg blm bantu karnakan pikir kali gak sabar mana proses nya apk gk liatin yg bikin tuh sistim computer bkn sistim manual lancar nya error nya paham mohon maaf,neutral
aplikasi jelek nunggu verif aja jengkel banget,negative
bikin aplikaai sulit guna login aja captcha loading gimana daftar obat,negative
parah kesinimasalah koneksi,negative
download aplikasi cepat terima kasih bantu tugas layan rstriharsi layan bagus,positive
efisien,neutral
y gk yg maaf ketidakyamanan harus y d baik,positive
alhamdulillah data hasil update terima kasih,neutral
aplikasi lot logout,neutral
dokter ramah suster layan dg santun,neutral
aplikasi perintah busuk verifikasi kode otp auto debit gak muncul muncul suruh pake pulsa tetep aja ga muncul otp nya,neutral
nunggu kode otp sms aja nya abad,neutral
alhamdulillah jkn nyq mudqh uldet,neutral
kunci aplikasi nya sulit nik terdeteksitolong baik,neutral
selalu antri full ambil antri online,neutral
baik data aja susah ampun aplikasi mudah bikin pusing,positive
main ya,neutral
coba tolong baik lg aplikasi ubah data kali hari aja blm,positive
aplikasi sampah update verifikasi data no hp yg daftar sistem mobil jkn nomor yg perna sya bangke aplikasnya habis update slalu sandi email no hp bum sya yg sistem direset ga janjok aplikasi,negative
aplikasi buruuuuk dipake check in obat gak sekali log in gak buka data antre logout gak log in,neutral
puskesmas pallangga tolong disidak utama antre manual antre online,neutral
kali update tolong jgn log out mo login susah banget gimana klo butuh dadak,negative
alhamdulillah rubah faskes mudah ketimbang antri berjamjam,positive
logout gilir login susah bgt,negative
update ga screenshot aplikasi nya nyusahin orang tua,neutral
apk bantu mantap sukses,positive
mantaf,neutral
dikit dikit logout dikit dikit logout pass dah minta proses silah coba gw dah nunggu jam ga selesai proses urgent sulit cuihhhh logout mang knp si logout,negative
biar senang,neutral
mobile jkn ya kemarin log in ga trus kedip doang,neutral
ga dpt kode otp nya pdhl udh ngulang,neutral
mintolonglah login gk bisalupa sandi tp kode otp masukkartu aktifjaringan ok pulsa mencukupiternyata kassusnya ya mintoloong diperbaikibagaimana aplikasi adu respon baik,positive
mudah respon ceat,positive
mudah serta bpjs,positive
asek asek,neutral
biar bintang bicara,neutral
aplikasi ngeleg butuh baik,positive
kembali jkn,neutral
bantu ngantri,neutral
mantap,positive
aplikasi buruk,negative
obat suruh daftar online apk nya aja jelek bgt ga daftar sebel bgt,negative
aplikasi lot banget pake hp gimana lot eror ambil no antri ga dikit dikit login ulang kalo screnshot udh kirim kendala yg dpt pakai aplikasi gin kah aplikasi an perintah,neutral
belit belit,neutral
bantu alami sulit uang sakit,negative
aplikasi bantu mudah,positive
keluh ubah serta layan hotline layan hasil muas,neutral
bantu masyarakat,neutral
eror mulu aplikasi dana kembang dbanyakan kena sunat nih eror mulu gak klo bikin aplikasi yg,neutral
kode otp nya gk masuk y min pdhal pulsa jaring bagus,positive
bantu kece skrining lainlain,neutral
bpjs sehat lubuk pakam,neutral
keren mudah,positive
alhamdulillah ya jkn inikita mudah cepet kalo obat,positive
bantu layan ny,neutral
aplikasi jarang pake logout pas login sandi salah terusssss ganti sandi gak login tolong aplikasi baik susah orang,neutral
verifikasi wajah berkalikali kali gak gak ngerti anjir capek tolong mudah verifikasi wajah capek madap kanan kiri senyum gak verifikasi,positive
,neutral
jossd,neutral
kk login akun,neutral
baruh mobile jkn,neutral
kenap kode chapta muncul ribet atur buka aplikasi logout dr aplikasi mohon bantu baik rana login susah ampun tolong baik terima kasih,positive
mobile jkn sehat batu teimah kasih,neutral
aplikasi yg mudah,positive
kasih bintang dlu yahh aplikasi bug nya layar yg gerak login coba hp baik sy kasih bintang,positive
ok jg,neutral
x download g bs install,neutral
mantap cepat respon mks,positive
baru buruk akun akun logout server lelet signal bagus oktober nyaman loh november desember ganggu,neutral
selesai bpjs,neutral
bagus layan nya,positive
skrng pake jkn tp forma nya sulit pas registrasi,negative
mudah akses,positive
capctha aneh gak baca ya ampun niat gak sih bikin aplikasi sulit heran sm yg ngasih bintang gak baik,negative
bantu banget,neutral
moga layan bagus beda layan bpjs pbi bpjs iur mandiri kelas kelas bayar,positive
bantu mudah nobat,positive
baik depa,positive
repot telat bayar bpjs langsung beku minggu pasien nya kritis udah tinggal duluan bijak yg repot masyarakat,negative
satu,neutral
bbjs sehat gratis tolak brobat rumah sakit,neutral
mudah mengunakan jkn moble rubah lokasi faskes mana pergi keren,positive
nomor aktif nunggu otp jam ga masukcek pulsa cek kouta gilir otp jkn ga kluar,neutral
mamtap,neutral
bikin aplikasi kalah anak sekolah udah bikin aplikasi bagus lu tuh bayar mahal rakyat,positive
aplikasi bagus utk informasipelayanan sehat lai,positive
daftar verifikasi nomor telepon tolong gimana sih aplikasi jelek,negative
kompleks,neutral
daftar jkn suruh verif nomor tp sms ga masuk masuk nomor benarapakah bugdan harimohon solusi jkn,positive
bpjs salah masuk keluarga,neutral
nggk masuk gagal melulu,negative
lahh aplikasi lot verif smsemail salah no dah bner parahh sihh,neutral
error daftar antri,negative
aplikasi cacat masak login jj gak sandi udah isi sesuai akun nik tombol masuk gak fungsi,neutral
udah,neutral
mudah cepat antri,positive
assalammualaikum tolong surat rujuk faskes hapus sulit obat contoh lipoma bilang keloid orang yg faskes nya,negative
muak aplikasi sendri ngisi data msuk aplikasimuak banget kalikenapa si akun buka aplikasinyaheran,neutral
aplikasi ga guna jaring lancar ga koneksi kocak banget wkwkwk udah mah daftar pol ga kasih tau bukatutupnya ga niat banget bikin aplikasi,neutral
ga tau tgl yg pilih dokter nya penuh susah hubung server trs,negative
aplikasi gajelas pas ngantri periksa klinik udah daftar aplikasi pas daftar suruh isi no hp kode otpnya ga dikirimkirim nomor udah bener udahmah awat kalo klinikrs pakai aplikasi kalo ga pake suruh download dulupulang mudah sulit orang obat,neutral
mudah obat,positive
aplikasi jelek sy kali kunci aktif kunci bosen sy aktifin beli pulsa baru sampah gak becusbaru nemuin aplikasi jelek kaya ginikesal sy banget sy kunci aktif kunci gitu,negative
otp nomer gak kirim kirim prabayar ya no nya pulsa nya kunci g,neutral
rehab kirain langsung aktif pas bayar pertmaternyata tidakharus lunas aktif kembalimenurut program rehab bantu obat cicil,neutral
ganggu mulusering offline pagiw udh dftar pas sampe klinik blm terdftar gangguanjadi dftr offline no antri manualsering log out kacau klo sampe lupa pw nyatolong d benah klo birokrasi manualoffline ribetko online ganggu mulu,neutral
kode otp gak muncul,neutral
isi riwayat bikin emosi bulak mohon baik,positive
aplikasi gak pakai udah nyoba minggu aja gak pakai sampek bosen,neutral
mudah aplikasi,positive
aplikasi bantu mudah penggunasemoga depan optimal,positive
halo kak tolong banget ya log in terang cek koneksi ditetring tolong kasih solusinyaaaaa,neutral
aplikasi error buka menu daftar antri buka menu,negative
input no hp aja susahhhhhhhhhbgt,neutral
broperbaiki system antriannyasaat pas kontrol faskes mesti ga muncul rujuk daftar faskes,neutral
batu,neutral
,neutral
aplikasi mudah bantu urus administrasi sehat terimakasih jkn mobile,positive
alami kendala masuk akun sms verifikasi,neutral
bantu ubah data serta mudah aplikasi,positive
mudah layan,positive
aplikasi g problem eror trs,neutral
aplikasi gatel,neutral
good jood,neutral
gratis faskes nya pindah ya pindah nunggu pakai faskes dekat,neutral
bagus sulit hp batas guna bpjs hp nebeng hp orang orang erti aplikasi sulit org batas,negative
betterlah mudah,positive
ganti nomer aja susah tgl smpe ga ganti aplikasi nya gabisa dipake sih,negative
bantu,neutral
alhamdulillaah aplikasi nya batu,neutral
update versi fitur info riwayat bayar hilang november desember sd januari hilang update bayar februari,neutral
guna nya simpel yg bijak daftar online pake ribet mending yg aja online kagak ngelamain mlh,neutral
hlgin captcha resek loadingnya ga selesai selesai gak muncul muncul,neutral
ya apk pnya perintah kirim code otp aja pake sms pake pulsa lagi udah wa aja pake sms bayar kerja bayar capekk dehh,neutral
neng rubah data baru aplikasi mobile jkntanpa rumah habis bensin uangthx mobile jkn,neutral
manfaat mudah,positive
updet ga,neutral
nista aplikasi offlinecrash nyalahin koneksi internet guna guna orang masalah sehat bikin senewen,negative
buka apknya putih doang,neutral
aplikasi bantu,neutral
login kode verifikasi sms,neutral
aplikasi gak login daftar auto debit gilir login tulis nik daftar gilir daftar tulis nik daftar aplikasi sampah,negative
sulit jelek bug ferivikasi wajah gagal,negative
bagus tahan,positive
aplikasi bantu,neutral
